id,name,age,voice,default_group,is_hero,is_female,culture,skill_template,occupation,face_mesh_cache,is_new,is_dead,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,Crafting,Scouting,Tactics,Roguery,Charm,Leadership,Trade,Steward,Medicine,Engineering
lord_1_73_1,{=aom_lord_1_73_1_name}Popilia,31,softspoken,Cavalry,true,true,Culture.empire,SkillSet.spc_physician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_1_74,{=aom_lord_1_74_name}Zachanis,30,softspoken,Cavalry,true,,Culture.empire,SkillSet.spc_dandy_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_1_74_1,{=aom_lord_1_74_1_name}Zena,30,curt,Cavalry,true,true,Culture.empire,SkillSet.spc_politician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_1_75,{=aom_lord_1_75_name}Boromir,20,earnest,Infantry,true,,Culture.empire,SkillSet.spc_dandy_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_1_8,{=aom_lord_1_8_name}Vendelia,47,curt,Cavalry,true,true,Culture.empire,SkillSet.spc_healer_scholar_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_1_9,"{=aom_lord_1_9_name}Imrahil, Prince of Dol Amroth",57,ironic,Cavalry,true,,Culture.empire,SkillSet.spc_physician_skills,Lord,true,,,270,250,260,150,100,120,280,200,50,150,250,,220,270,100,250,100,
lord_2_1,{=aom_lord_2_1_name}Bard II,37,curt,Infantry,true,,Culture.sturgia,SkillSet.spc_tactician_skills_ruler,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_10,{=aom_lord_2_10_name}Valla,17,ironic,Cavalry,true,true,Culture.sturgia,SkillSet.spc_fian_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_11,{=aom_lord_2_11_name}Idrun,20,softspoken,Cavalry,true,true,Culture.sturgia,SkillSet.spc_intriguer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_111,{=aom_lord_2_111_name}Rozhivol,18,softspoken,Cavalry,true,,Culture.sturgia,SkillSet.spc_artisan_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_12,{=aom_lord_2_12_name}Svana,22,curt,HorseArcher,true,true,Culture.sturgia,SkillSet.spc_faris_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_121,{=aom_lord_2_121_name}Osven,19,curt,Cavalry,true,,Culture.sturgia,SkillSet.spc_swordsman_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_13,{=aom_lord_2_13_name}Vidar,52,earnest,Cavalry,true,,Culture.sturgia,SkillSet.spc_shock_troop_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_13_1,{=aom_lord_2_13_1_name}Lilizha,22,curt,Cavalry,true,true,Culture.sturgia,SkillSet.spc_chatelaine_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_13_2,{=aom_lord_2_13_2_name}Andruta,20,curt,Cavalry,true,true,Culture.sturgia,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_13_3,{=aom_lord_2_13_3_name}Luda,17,curt,Cavalry,true,true,Culture.sturgia,SkillSet.spc_healer_scholar_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_13_4,{=aom_lord_2_13_4_name}Teta,15,curt,Cavalry,true,true,Culture.sturgia,SkillSet.spc_huntress_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_14,{=aom_lord_2_14_name}Isvan,39,earnest,Cavalry,true,,Culture.sturgia,SkillSet.spc_berserker_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_14_1,{=aom_lord_2_14_1_name}Valkava,38,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_physician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_14_2,{=aom_lord_2_14_2_name}Zaverena,18,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_intriguer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_14_3,{=aom_lord_2_14_3_name}Vizhduna,16,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_matriarch_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_15,{=aom_lord_2_15_name}Ratagost,49,softspoken,Cavalry,true,,Culture.sturgia,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_15_1,{=aom_lord_2_15_1_name}Yachana,25,softspoken,Cavalry,true,true,Culture.sturgia,SkillSet.spc_tribal_warrior_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_15_2,{=aom_lord_2_15_2_name}Milanka,21,softspoken,Cavalry,true,true,Culture.sturgia,SkillSet.spc_matriarch_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_15_3,{=aom_lord_2_15_3_name}Velina,17,softspoken,Cavalry,true,true,Culture.sturgia,SkillSet.spc_intriguer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_15_4,{=aom_lord_2_15_4_name}Bovan,22,softspoken,Cavalry,true,false,Culture.sturgia,SkillSet.spc_archer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_16,{=aom_lord_2_16_name}Bofur,31,earnest,Infantry,true,,Culture.sturgia,SkillSet.spc_berserker_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_16_1,{=aom_lord_2_16_1_name}Tyaska,21,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_politician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_17,{=aom_lord_2_17_name}Thorin II Oakenshield,32,softspoken,Infantry,true,,Culture.sturgia,SkillSet.spc_shock_troop_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_17_1,{=aom_lord_2_17_1_name}Dracha,31,curt,Cavalry,true,true,Culture.sturgia,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_18,{=aom_lord_2_18_name}GlÃ³in,26,curt,Infantry,true,,Culture.sturgia,SkillSet.spc_shock_troop_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_18_1,{=aom_lord_2_18_1_name}Zorika,22,ironic,Cavalry,true,true,Culture.sturgia,SkillSet.spc_physician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_19,{=aom_lord_2_19_name}Dwalin,33,ironic,Infantry,true,,Culture.sturgia,SkillSet.spc_shock_troop_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_19_1,{=aom_lord_2_19_1_name}Vitomira,22,softspoken,Cavalry,true,true,Culture.sturgia,SkillSet.spc_chatelaine_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_2,{=aom_lord_2_2_name}Asta,37,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_matriarch_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_20,{=aom_lord_2_20_name}Ã“in,29,earnest,Infantry,true,,Culture.sturgia,SkillSet.spc_berserker_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_20_1,{=aom_lord_2_20_1_name}Kisha,22,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_faris_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_21,{=aom_lord_2_21_name}Svedorn,33,ironic,Cavalry,true,,Culture.sturgia,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_21_1,{=aom_lord_2_21_1_name}Izdenka,28,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_berserker_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_22,{=aom_lord_2_22_name}Lashonek,29,softspoken,Cavalry,true,,Culture.sturgia,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_22_1,{=aom_lord_2_22_1_name}Zheneva,25,curt,Cavalry,true,true,Culture.sturgia,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_23,{=aom_lord_2_23_name}Galden,49,ironic,Cavalry,true,,Culture.sturgia,SkillSet.spc_shock_troop_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_23_1,{=aom_lord_2_23_1_name}Zlatka,22,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_diplomat_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_24,{=aom_lord_2_24_name}Alvar,29,ironic,HorseArcher,true,,Culture.sturgia,SkillSet.spc_intriguer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_24_1,{=aom_lord_2_24_1_name}Zorina,22,ironic,HorseArcher,true,true,Culture.sturgia,SkillSet.spc_intriguer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_3,{=aom_lord_2_3_name}Thorin III Stonehelm,48,curt,Infantry,true,,Culture.sturgia,SkillSet.spc_berserker_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_4,{=aom_lord_2_4_name}Siga,41,curt,Cavalry,true,true,Culture.sturgia,SkillSet.spc_berserker_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_4_1,{=aom_lord_2_4_1_name}Apolanea,21,ironic,Cavalry,true,true,Culture.sturgia,SkillSet.spc_huntress_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_5,{=aom_lord_2_5_name}Ori,50,softspoken,Infantry,true,,Culture.sturgia,SkillSet.spc_swordsman_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_6,{=aom_lord_2_6_name}Erta,47,earnest,Cavalry,true,true,Culture.sturgia,SkillSet.spc_courtier_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_7,{=aom_lord_2_7_name}Simir,18,earnest,HorseArcher,true,,Culture.sturgia,SkillSet.spc_archer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_7_1,{=aom_lord_2_7_1_name}Mimir,18,earnest,Infantry,true,false,Culture.sturgia,SkillSet.spc_siege_engineering_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_8,{=aom_lord_2_8_name}Urik,24,softspoken,Cavalry,true,,Culture.sturgia,SkillSet.spc_berserker_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_2_9,{=aom_lord_2_9_name}Lek,25,ironic,Cavalry,true,,Culture.sturgia,SkillSet.spc_knight_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_1,{=aom_lord_3_1_name}Khadurak,44,ironic,Infantry,true,,Culture.aserai,SkillSet.spc_trader_skills_ruler,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_10,{=aom_lord_3_10_name}Anidha,20,earnest,Infantry,true,true,Culture.aserai,SkillSet.spc_diplomat_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_11,{=aom_lord_3_11_name}Arwa,22,ironic,Cavalry,true,true,Culture.aserai,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_12,{=aom_lord_3_12_name}Manan,22,earnest,Cavalry,true,true,Culture.aserai,SkillSet.spc_chatelaine_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_13,{=aom_lord_3_13_name}Nuqar,38,curt,Cavalry,true,,Culture.aserai,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_13_1,{=aom_lord_3_13_1_name}Sira,37,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_politician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_13_2,{=aom_lord_3_13_2_name}Razana,17,curt,Cavalry,true,false,Culture.aserai,SkillSet.spc_physician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_14,{=aom_lord_3_14_name}Thamza,47,softspoken,HorseArcher,true,,Culture.aserai,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_14_1,{=aom_lord_3_14_1_name}Sasaitha,25,softspoken,HorseArcher,true,true,Culture.aserai,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_15,{=aom_lord_3_15_name}Ghuzid,31,curt,Cavalry,true,,Culture.aserai,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_15_1,{=aom_lord_3_15_1_name}Shimra,26,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_healer_scholar_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_15_2,{=aom_lord_3_15_2_name}Bushila,5,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_courtier_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_16,{=aom_lord_3_16_name}RÃºmil,28,softspoken,Ranged,true,,Culture.aserai,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_16_1,{=aom_lord_3_16_1_name}Farina,24,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_healer_scholar_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_17,{=aom_lord_3_17_name}Orophin,28,softspoken,Ranged,true,,Culture.aserai,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_17_1,{=aom_lord_3_17_1_name}Shaima,26,curt,Cavalry,true,true,Culture.aserai,SkillSet.spc_matriarch_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_17_2,{=aom_lord_3_17_2_name}Sanit,6,curt,Cavalry,true,true,Culture.aserai,SkillSet.spc_tribal_warrior_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_18,{=aom_lord_3_18_name}Aranthon,48,ironic,Cavalry,true,,Culture.aserai,SkillSet.spc_quartermaster_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_18_1,{=aom_lord_3_18_1_name}Farzana,22,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_matriarch_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_18_2,{=aom_lord_3_18_2_name}Hafisa,20,ironic,Cavalry,true,true,Culture.aserai,SkillSet.spc_healer_scholar_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_18_3,{=aom_lord_3_18_3_name}Zuad,18,ironic,Cavalry,true,true,Culture.aserai,SkillSet.spc_trader_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_18_4,{=aom_lord_3_18_4_name}Jalfar,7,ironic,Cavalry,true,false,Culture.aserai,SkillSet.spc_intriguer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_19,{=aom_lord_3_19_name}Aethirion,48,curt,Cavalry,true,,Culture.aserai,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_19_1,{=aom_lord_3_19_1_name}Salma,46,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_19_2,{=aom_lord_3_19_2_name}Zulaika,22,curt,Cavalry,true,true,Culture.aserai,SkillSet.spc_intriguer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_19_3,{=aom_lord_3_19_3_name}Sulhana,20,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_intriguer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_2,{=aom_lord_3_2_name}Harad Place Holder,45,curt,Cavalry,true,true,Culture.aserai,SkillSet.spc_intriguer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_20,{=aom_lord_3_20_name}Karith,36,curt,Cavalry,true,,Culture.aserai,SkillSet.spc_faris_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_20_1,{=aom_lord_3_20_1_name}Judira,35,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_20_2,{=aom_lord_3_20_2_name}Azina,16,earnest,Cavalry,true,true,Culture.aserai,SkillSet.spc_diplomat_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_21,{=aom_lord_3_21_name}Ukhai,28,earnest,Cavalry,true,,Culture.aserai,SkillSet.spc_healer_scholar_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_21_1,{=aom_lord_3_21_1_name}Ashisa,25,earnest,Cavalry,true,true,Culture.aserai,SkillSet.spc_dandy_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_22,{=aom_lord_3_22_name}Duilin,39,earnest,Infantry,true,,Culture.aserai,SkillSet.spc_faris_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_22_1,{=aom_lord_3_22_1_name}Yamina,38,earnest,Cavalry,true,true,Culture.aserai,SkillSet.spc_huntress_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_22_2,{=aom_lord_3_22_2_name}Suna,19,ironic,Cavalry,true,true,Culture.aserai,SkillSet.spc_spy_master_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_22_3,{=aom_lord_3_22_3_name}Zanuwa,17,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_chatelaine_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_22_4,{=aom_lord_3_22_4_name}Hajara,13,softspoken,Cavalry,true,true,Culture.aserai,SkillSet.spc_spy_master_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_23,{=aom_lord_3_23_name}Qahin,24,earnest,Cavalry,true,,Culture.aserai,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_23_1,{=aom_lord_3_23_1_name}Sukayna,22,earnest,Cavalry,true,true,Culture.aserai,SkillSet.spc_courtier_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_3,{=aom_lord_3_3_name}Calemir,49,ironic,Cavalry,true,,Culture.aserai,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_3_1,{=aom_lord_3_3_1_name}Tariq,19,curt,Cavalry,true,false,Culture.aserai,SkillSet.spc_faris_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_4,{=aom_lord_3_4_name}Maraa,45,ironic,Cavalry,true,true,Culture.aserai,SkillSet.spc_matriarch_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_5,{=aom_lord_3_5_name}Haldir,45,curt,HorseArcher,true,,Culture.aserai,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_51,{=aom_lord_3_51_name}Haqan,19,curt,HorseArcher,true,,Culture.aserai,SkillSet.spc_faris_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_6,{=aom_lord_3_6_name}Ruma,41,curt,Infantry,true,true,Culture.aserai,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_7,{=aom_lord_3_7_name}Dhiyul,24,earnest,Cavalry,true,,Culture.aserai,SkillSet.spc_healer_scholar_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_8,{=aom_lord_3_8_name}Addas,24,ironic,Infantry,true,,Culture.aserai,SkillSet.spc_phalanx_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_3_9,{=aom_lord_3_9_name}Usair,21,earnest,HorseArcher,true,,Culture.aserai,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_1,{=aom_lord_4_1_name}Théoden,48,ironic,Cavalry,true,,Culture.vlandia,SkillSet.spc_tactician_skills_ruler,Lord,true,,,280,250,270,150,100,120,300,200,50,250,300,300,200,300,100,250,280,280
lord_4_10,{=aom_lord_4_10_name}Elys,22,earnest,Cavalry,true,true,Culture.vlandia,SkillSet.spc_spy_master_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_11,{=aom_lord_4_11_name}Liena,24,earnest,Cavalry,true,true,Culture.vlandia,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_12,{=aom_lord_4_12_name}Silvind,24,ironic,Cavalry,true,true,Culture.vlandia,SkillSet.spc_swordsman_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_121,{=aom_lord_4_121_name}Lasand,19,ironic,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_13,{=aom_lord_4_13_name}Romund,35,earnest,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_14,{=aom_lord_4_14_name}Morcon,28,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_141,{=aom_lord_4_141_name}Amorcon,18,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_15,{=aom_lord_4_15_name}Erdurand,27,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_shock_troop_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_16,{=aom_lord_4_16_name}Erkenbrand FelÃ¡nding,42,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,260,240,250,140,90,110,280,190,50,140,280,300,190,290,100,250,180,280
lord_4_16_1,{=aom_lord_4_16_1_name}MÃ©rthÃº FelÃ¡nding,18,softspoken,Cavalry,true,true,Culture.vlandia,SkillSet.spc_healer_scholar_skills_rookie,Lord,true,,,180,120,200,260,60,140,290,170,40,160,200,300,220,240,80,140,120,280
lord_4_17,{=aom_lord_4_17_name}Elbet,45,earnest,Cavalry,true,true,Culture.vlandia,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_18,{=aom_lord_4_18_name}Amalgun,21,ironic,Cavalry,true,,Culture.vlandia,SkillSet.spc_intriguer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_181,{=aom_lord_4_181_name}Arthamund,19,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_19,{=aom_lord_4_19_name}Asela,22,earnest,Cavalry,true,true,Culture.vlandia,SkillSet.spc_tactician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_2,{=aom_lord_4_2_name}Elfhild,47,ironic,Cavalry,true,true,Culture.vlandia,SkillSet.spc_healer_scholar_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_20,{=aom_lord_4_20_name}Varmund,33,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_shock_troop_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_20_1,{=aom_lord_4_20_1_name}Ingeltrud,22,softspoken,Cavalry,true,true,Culture.vlandia,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_21,{=aom_lord_4_21_name}CuthrÃ¦d Ordlacing ,30,earnest,Cavalry,true,,Culture.vlandia,,Lord,true,,,250,230,240,140,90,110,270,190,50,140,230,300,190,250,100,220,80,280
lord_4_22,{=aom_lord_4_22_name}Wulf Celmunding,29,softspoken,Cavalry,true,,Culture.vlandia,SkillSet.spc_politician_skills,Lord,true,,,150,130,140,140,90,110,170,90,50,140,30,,10,50,10,20,10,
lord_4_22_1,{=aom_lord_4_22_1_name}Sunnifa Celmunding,27,softspoken,Cavalry,true,true,Culture.vlandia,SkillSet.spc_physician_skills,Lord,true,,,150,120,100,100,80,80,200,150,80,100,150,,220,200,120,220,150,
lord_4_23,{=aom_lord_4_23_name}Marhath Marhad,44,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,250,230,240,140,90,110,270,190,50,140,230,,190,250,100,220,80,
lord_4_23_1,{=aom_lord_4_23_1_name}Wulfwynn Marhad,24,curt,Cavalry,true,true,Culture.vlandia,SkillSet.spc_huntress_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_23_2,{=aom_lord_4_23_2_name}Eleduran Marhad,22,curt,Cavalry,true,false,Culture.vlandia,SkillSet.spc_intriguer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_23_3,{=aom_lord_4_23_3_name}Eleduran,19,curt,Cavalry,true,false,Culture.vlandia,SkillSet.spc_berserker_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_24,{=aom_lord_4_24_name}GrÃ­ma GrimmÃ³ding,47,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,100,80,80,80,80,80,150,120,50,100,200,,250,150,150,200,80,
lord_4_24_1,{=aom_lord_4_24_1_name}Adaltrud,45,softspoken,Cavalry,true,true,Culture.vlandia,SkillSet.spc_spy_master_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_24_2,{=aom_lord_4_24_2_name}Gudonhelda,22,softspoken,Cavalry,true,true,Culture.vlandia,SkillSet.spc_physician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_24_3,{=aom_lord_4_24_3_name}Ingunde,20,softspoken,Cavalry,true,true,Culture.vlandia,SkillSet.spc_matriarch_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_24_4,{=aom_lord_4_24_4_name}Irmgard,17,softspoken,Cavalry,true,true,Culture.vlandia,SkillSet.spc_politician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_25,{=aom_lord_4_25_name}Lucand,27,earnest,Cavalry,true,,Culture.vlandia,SkillSet.spc_tactician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_25_1,{=aom_lord_4_25_1_name}Bertliana,22,earnest,Cavalry,true,true,Culture.vlandia,SkillSet.spc_matriarch_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_26,{=aom_lord_4_26_name}Peric,27,softspoken,Cavalry,true,,Culture.vlandia,SkillSet.spc_artisan_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_26_1,{=aom_lord_4_26_1_name}Reingarda,21,softspoken,Cavalry,true,true,Culture.vlandia,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_27,{=aom_lord_4_27_name}Ã†lle Ã†thellafing ,27,ironic,Cavalry,true,,Culture.vlandia,SkillSet.spc_spy_master_skills,Lord,true,,,250,230,240,140,90,110,270,190,50,140,230,300,190,250,100,220,80,280
lord_4_27_1,{=aom_lord_4_27_1_name}WÃ¦rburg Ã†thellafing,23,curt,Cavalry,true,true,Culture.vlandia,SkillSet.spc_quartermaster_skills,Lord,true,,,270,150,200,120,70,130,260,220,50,140,180,300,200,220,80,160,140,280
lord_4_28,{=aom_lord_4_28_name}Fasthelm Morcargas ,40,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,250,230,240,140,90,110,270,190,50,140,230,300,190,250,100,220,80,280
lord_4_28_1,{=aom_lord_4_28_1_name}Morcar,20,curt,Cavalry,true,false,Culture.vlandia,SkillSet.spc_healer_scholar_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_28_2,{=aom_lord_4_28_2_name}Hereswith,18,curt,Cavalry,true,true,Culture.vlandia,SkillSet.spc_intriguer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
