piece_id,weapon_id,culture,template,points,modifier,is_hero,is_polearm,old_swing_factor,new_swing_factor,old_thrust_factor,new_thrust_factor,changed
sm_rh_loke_axe_blade_2h_c,(unused piece),rhun,,2,1.046,False,False,3.68,3.85,,,True
sm_rh_loke_axe_blade_2h_d,(unused piece),rhun,,2,1.046,False,False,3.68,3.85,,,True
sm_rh_loke_mace_blade_1h_a,sm_rh_loke_1h_mace_a,rhun,Mace,2,1.046,False,False,4.2,4.39,,,True
sm_rh_loke_mace_blade_1h_b,sm_rh_loke_1h_mace_b,rhun,Mace,2,1.046,False,False,4.2,4.39,,,True
sm_rh_loke_mace_blade_1h_c,(unused piece),rhun,,2,1.046,False,False,4.2,4.39,,,True
sm_rh_loke_mace_blade_2h_a,sm_rh_loke_2h_mace_a,rhun,TwoHandedMace,2,1.046,False,False,4.2,4.39,,,True
sm_rh_loke_mace_blade_2h_b,sm_rh_loke_2h_mace_b,rhun,TwoHandedMace,2,1.046,False,False,4.2,4.39,,,True
sm_rh_loke_mace_blade_2h_c,(unused piece),rhun,,2,1.046,False,False,4.2,4.39,,,True
sm_rh_loke_spear_blade_a,sm_rh_loke_spear_a,rhun,TwoHandedPolearm,2,1.046,False,True,2.73,2.86,2.94,3.08,True
sm_rh_loke_sword_blade_a,sm_rh_loke_1h_sword_a,rhun,OneHandedSword,2,1.046,False,False,2.21,2.31,2.31,2.42,True
sm_rh_loke_sword_blade_b,sm_rh_loke_1h_sword_b,rhun,OneHandedSword,2,1.046,False,False,2.21,2.31,2.31,2.42,True
wm_celegorm_sword_blade,wm_celegorm_sword,rivendell,OneHandedSword,10,1.531,False,False,3.6,5.51,2.8,4.29,True
wm_elven_spear_blade,he_spear,rivendell,TwoHandedPolearm,10,1.531,False,True,1.84,2.82,2.8,4.29,True
wm_elven_sword_a_blade,he_sword,rivendell,TwoHandedSword,10,1.531,False,False,2.56,3.92,2.0,3.06,True
wm_finarin_sword_blade,wm_finarin_sword,rivendell,OneHandedSword,10,1.531,False,False,3.6,5.51,2.8,4.29,True
wm_fingon_sword_blade,wm_fingon_sword,rivendell,OneHandedSword,10,1.531,False,False,2.8,4.29,2.8,4.29,True
wm_finwe_sword_blade,wm_finwe_sword,rivendell,OneHandedSword,10,1.531,False,False,2.8,4.29,2.8,4.29,True
wm_gf_knight_broadsword_blade,wm_gf_knight_broadsword,rivendell,OneHandedSword,10,1.531,False,False,2.4,3.67,2.4,3.67,True
wm_gf_knight_longsword_blade,wm_gf_knight_longsword,rivendell,TwoHandedSword,10,1.531,False,False,2.4,3.67,2.8,4.29,True
wm_gf_knight_spear_blade,wm_gf_knight_spear,rivendell,TwoHandedPolearm,10,1.531,False,True,0.8,1.22,3.2,4.9,True
wm_ingwe_sword_blade,wm_ingwe_sword,rivendell,OneHandedSword,10,1.531,False,False,2.8,4.29,2.8,4.29,True
wm_rivendell_spear_a01_black_blade,wm_rivendell_spear_a01_black,rivendell,TwoHandedPolearm,10,1.531,False,True,0.8,1.22,3.2,4.9,True
wm_rivendell_spear_a01_blade,wm_rivendell_spear_a01,rivendell,TwoHandedPolearm,10,1.531,False,True,0.8,1.22,3.2,4.9,True
wm_rivendell_spear_a01_silver_blade,wm_rivendell_spear_a01_silver,rivendell,TwoHandedPolearm,10,1.531,False,True,0.8,1.22,3.2,4.9,True
wm_rivendell_sword_a01_black_blade,wm_rivendell_sword_a01_black,rivendell,OneHandedSword,10,1.531,False,False,3.2,4.9,2.4,3.67,True
wm_rivendell_sword_a01_blade,wm_rivendell_sword_a01,rivendell,OneHandedSword,10,1.531,False,False,3.2,4.9,2.4,3.67,True
wm_rivendell_sword_a01_silver_blade,wm_rivendell_sword_a01_silver,rivendell,OneHandedSword,10,1.531,False,False,3.2,4.9,2.4,3.67,True
wm_rivendell_sword_a02_black_blade,wm_rivendell_sword_a02_black,rivendell,OneHandedSword,10,1.531,False,False,3.2,4.9,4.0,6.12,True
wm_rivendell_sword_a02_blade,wm_rivendell_sword_a02,rivendell,OneHandedSword,10,1.531,False,False,3.2,4.9,4.0,6.12,True
wm_rivendell_sword_a02_silver_blade,wm_rivendell_sword_a02_silver,rivendell,OneHandedSword,10,1.531,False,False,3.2,4.9,4.0,6.12,True
wm_turin_sword_blade,wm_turin_sword,rivendell,TwoHandedSword,10,1.531,False,False,3.2,4.9,3.2,4.9,True
wm_voronwe_sword_blade,wm_voronwe_sword,rivendell,OneHandedSword,10,1.531,False,False,3.6,5.51,2.8,4.29,True
wm_eomer_blade,eomer_sword,rohan,OneHandedSword,0,1.0,True,False,5.0,5.0,3.3,3.3,False
wm_eowyn_blade,eowyn_sword,rohan,OneHandedSword,0,1.0,True,False,4.8,4.8,3.0,3.0,False
wm_rohan_spear_a_blade,wm_rohan_spear_a,rohan,TwoHandedPolearm,0,1.185,False,True,,,2.62,3.1,True
wm_rohan_spear_b_blade,wm_rohan_spear_b,rohan,TwoHandedPolearm,0,1.185,False,True,,,1.58,1.87,True
wm_rohan_spear_c_blade,wm_rohan_spear_c,rohan,TwoHandedPolearm,0,1.185,False,True,,,2.62,3.1,True
wm_rohan_spear_d_blade,wm_rohan_spear_d,rohan,TwoHandedPolearm,0,1.185,False,True,,,2.62,3.1,True
wm_rohan_spear_e_blade,(unused piece),rohan,,0,1.135,False,False,,,1.58,1.79,True
wm_rohan_spear_f_blade,wm_rohan_spear_f,rohan,TwoHandedPolearm,0,1.185,False,True,,,1.58,1.87,True
wm_rohan_ws_axe_1h_a01_blade,wm_rohan_ws_axe_1h_a01,rohan,OneHandedAxe,0,1.135,False,False,4.73,5.37,,,True
wm_rohan_ws_axe_2h_a01_blade,wm_rohan_ws_axe_2h_a01,rohan,TwoHandedAxe,0,1.135,False,False,5.04,5.72,,,True
wm_rohan_ws_axe_2h_b01_blade,wm_rohan_ws_axe_2h_b01,rohan,TwoHandedAxe,0,1.135,False,False,4.73,5.37,,,True
wm_rohan_ws_spear_a01_blade,wm_rohan_ws_spear_a01,rohan,TwoHandedPolearm,0,1.185,False,True,1.05,1.24,2.73,3.24,True
wm_rohan_ws_spear_a02_blade,wm_rohan_ws_spear_a02,rohan,TwoHandedPolearm,0,1.185,False,True,1.05,1.24,2.73,3.24,True
wm_rohan_ws_spear_a03_blade,wm_rohan_ws_spear_a03,rohan,TwoHandedPolearm,0,1.185,False,True,1.05,1.24,2.84,3.37,True
wm_rohan_ws_sword_a01_blade,wm_rohan_ws_sword_a01,rohan,OneHandedSword,0,1.135,False,False,4.41,5.01,2.62,2.97,True
wm_rohan_ws_sword_a02_blade,wm_rohan_ws_sword_a02,rohan,OneHandedSword,0,1.135,False,False,4.73,5.37,3.68,4.18,True
wm_rohan_ws_sword_a03_blade,wm_rohan_ws_sword_a03,rohan,OneHandedSword,0,1.135,False,False,4.73,5.37,3.68,4.18,True
wm_theoden_sword_blade,theoden_sword,rohan,OneHandedSword,0,1.0,True,False,4.9,4.9,4.0,4.0,False
