File,ID,Name,Culture,Slot,Tier,Variant,Old Primary,New Primary,Delta,Old Weight,New Weight,Old Material,New Material,Status
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_elite_a,[Erebor] Elite Plate Pauldrons I - Cape,erebor,shoulder,elite,0,22,19,-3,6.0,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_elite_b,[Erebor] Elite Plate Pauldrons II - Cape,erebor,shoulder,elite,1,24,20,-4,6.2,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_heavy_a,[Erebor] Heavy Plate Pauldrons I - Cape,erebor,shoulder,heavy,0,26,16,-10,6.5,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_heavy_b,[Erebor] Heavy Plate Pauldrons II - Cape,erebor,shoulder,heavy,1,28,17,-11,6.8,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_heavy_c,[Erebor] Heavy Plate Pauldrons III - Cape,erebor,shoulder,heavy,2,30,18,-12,7.0,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_heavy_d,[Erebor] Heavy Plate Pauldrons IV - Cape,erebor,shoulder,heavy,3,32,19,-13,7.2,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_heavy_e,[Erebor] Heavy Plate Pauldrons V - Cape,erebor,shoulder,heavy,4,34,20,-14,7.5,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_heavy_f,[Erebor] Heavy Plate Pauldrons VI - Cape,erebor,shoulder,heavy,5,36,21,-15,7.8,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_heavy_a,[Erebor] Heavy Plate Pauldrons I,erebor,shoulder,heavy,0,26,16,-10,6.5,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_heavy_b,[Erebor] Heavy Plate Pauldrons II,erebor,shoulder,heavy,1,28,17,-11,6.8,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_heavy_c,[Erebor] Heavy Plate Pauldrons III,erebor,shoulder,heavy,2,30,18,-12,7.0,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_heavy_d,[Erebor] Heavy Plate Pauldrons IV,erebor,shoulder,heavy,3,32,19,-13,7.2,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_heavy_e,[Erebor] Heavy Plate Pauldrons V,erebor,shoulder,heavy,4,34,20,-14,7.5,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_heavy_f,[Erebor] Heavy Plate Pauldrons VI,erebor,shoulder,heavy,5,36,21,-15,7.8,7.4,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_elite_a,[Erebor] Elite Plate Pauldrons I,erebor,shoulder,elite,0,32,19,-13,7.5,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_elite_b,[Erebor] Elite Plate Pauldrons II,erebor,shoulder,elite,1,34,20,-14,7.8,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_med_a,[Erebor] Medium Plate Pauldrons I,erebor,shoulder,medium,0,18,12,-6,5.8,5.2,Plate,Chainmail,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_med_b,[Erebor] Medium Plate Pauldrons II,erebor,shoulder,medium,1,20,13,-7,6.0,5.2,Plate,Chainmail,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_scale_cape_a_blue,[Erebor] Royal Guard Scale Pauldrons I - Cape - Blue,erebor,shoulder,elite,0,21,19,-2,5.0,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_scale_cape_b_blue,[Erebor] Royal Guard Scale Pauldrons II - Cape - Blue,erebor,shoulder,elite,0,21,19,-2,5.0,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_elite_a_blue,[Erebor] Royal Plate Pauldrons I - Cape - Blue,erebor,shoulder,elite,0,22,19,-3,6.0,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_elite_b_blue,[Erebor]Royal Plate Pauldrons II - Cape - Blue,erebor,shoulder,elite,0,24,19,-5,6.2,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_scale_cape_a_green,[Erebor] Royal Guard Scale Pauldrons III - Cape - Green,erebor,shoulder,elite,0,21,19,-2,5.0,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_scale_cape_b_green,[Erebor] Royal Guard Scale Pauldrons IV - Cape - Green,erebor,shoulder,elite,0,21,19,-2,5.0,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_elite_a_green,[Erebor] Royal Plate Pauldrons III - Cape - Green,erebor,shoulder,elite,0,22,19,-3,6.0,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_elite_b_green,[Erebor]Royal Plate Pauldrons IV - Cape - Green,erebor,shoulder,elite,0,24,19,-5,6.2,9.5,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_scale_cape_a_red,[Iron Hills] Royal Guard Scale Pauldrons I - Cape - Red,iron_hills,shoulder,elite,0,21,20,-1,5.0,9.9,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_scale_cape_b_red,[Iron Hills] Royal Guard Scale Pauldrons II - Cape - Red,iron_hills,shoulder,elite,0,21,20,-1,5.0,9.9,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_elite_a_red,[Iron Hills] Royal Plate Pauldrons I - Cape - Red,iron_hills,shoulder,elite,0,22,20,-2,6.0,9.9,Plate,Plate,CHANGED
erebor\shoulder_armors.xml,sk_dwarf_erebor_pauldron_plate_cape_elite_b_red,[Iron Hills]Royal Plate Pauldrons II - Cape - Red,iron_hills,shoulder,elite,0,24,20,-4,6.2,9.9,Plate,Plate,CHANGED
gondor\head_armors.xml,gondor_helmet,[Gondor] Plate Helmet,gondor,head,heavy,0,22,32,10,5.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,gondor_solider_helm,[Gondor] Plate Helmet II,gondor,head,heavy,0,23,32,9,5.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,gondor_solider_helm_gold,[Gondor] Plate Helmet III,gondor,head,heavy,0,25,32,7,5.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_guard_helmet,[Gondor] Fountain Guard Helmet - Gold,gondor,head,elite,0,45,40,-5,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,citidel_guard_helmet1,[Gondor] Helmet - Silver - No Wings,gondor,head,elite,0,40,40,0,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,citidel_guard_helmet2,[Gondor] Helmet - Silver - Wings Flared One,gondor,head,elite,0,40,40,0,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,citidel_guard_helmet3,[Gondor] Helmet - Silver - Wings Flared Two,gondor,head,elite,0,40,40,0,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,citidel_guard_helmet4,[Gondor] Helmet - Silver - Wings Back,gondor,head,elite,0,40,40,0,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,citidel_guard_helmet5,[Gondor] Helmet - Gold - No Wings,gondor,head,elite,0,40,40,0,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,citidel_guard_helmet6,[Gondor] Helmet - Gold - Wings Flared One,gondor,head,elite,0,40,40,0,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,citidel_guard_helmet7,[Gondor] Helmet - Gold - Wings Flared Two,gondor,head,elite,0,40,40,0,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,citidel_guard_helmet8,[Gondor] Helmet - Gold - Wings Back,gondor,head,elite,0,40,40,0,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,ithilien_hood,[Gondor] Ithilien Hood,gondor,head,light,0,15,15,0,1.0,1.5,Cloth,Leather,CHANGED
gondor\head_armors.xml,ithilien_hood_var,[Gondor] Ithilien Hood Two,gondor,head,light,0,15,15,0,1.0,1.5,Cloth,Leather,CHANGED
gondor\head_armors.xml,ithilien_hood_masked,[Gondor] Ithilien Hood Masked,gondor,head,light,0,20,15,-5,1.5,1.5,Cloth,Leather,CHANGED
gondor\head_armors.xml,ithilien_hood_masked_var,[Gondor] Ithilien Hood Masked,gondor,head,light,0,20,15,-5,1.5,1.5,Cloth,Leather,CHANGED
gondor\head_armors.xml,gondor_king_crown,[Gondor] King's Crown,gondor,head,lord,0,22,48,26,5.0,5.0,Plate,Plate,CHANGED
gondor\head_armors.xml,gondor_nobke_helmet,[Gondor] Noble Helmet I,gondor,head,light,0,22,15,-7,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,gondor_nobke_helmet1,[Gondor] Noble Helmet II,gondor,head,light,0,22,15,-7,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,gond_hlm_b_ld,[Gondor] Helmet I,gondor,head,light,0,22,15,-7,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,gond_hlm_ld,[Gondor] Helmet II,gondor,head,light,0,22,15,-7,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,gond_hlm_mask_b_ld,[Gondor] Helmet - Mask,gondor,head,light,0,22,15,-7,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,gondor_chainmail_helmeta,[Gondor] Chainmail Helmet I,gondor,head,medium,0,20,24,4,1.5,2.5,Chainmail,Chainmail,CHANGED
gondor\head_armors.xml,fountain_helm1,[Gondor] Fountain Guard Helmet I,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm2,[Gondor] Fountain Guard Helmet II,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm3,[Gondor] Fountain Guard Helmet III,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm4,[Gondor] Fountain Guard Helmet IV,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm5,[Gondor] Fountain Guard Helmet V,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm6,[Gondor] Fountain Guard Helmet VI,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm7,[Gondor] Fountain Guard Helmet VII,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm8,[Gondor] Fountain Guard Helmet VIII,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm9,[Gondor] Fountain Guard Helmet IX,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm10,[Gondor] Fountain Guard Helmet X,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm11,[Gondor] Fountain Guard Helmet XI,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm12,[Gondor] Fountain Guard Helmet XII,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm13,[Gondor] Fountain Guard Helmet XIII,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm14,[Gondor] Fountain Guard Helmet XIV,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm15,[Gondor] Fountain Guard Helmet XV,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm16,[Gondor] Fountain Guard Helmet XVI,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm17,[Gondor] Fountain Guard Helmet XVII,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm18,[Gondor] Fountain Guard Helmet XVIII,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,fountain_helm19,[Gondor] Fountain Guard Helmet XIX,gondor,head,elite,0,48,40,-8,6.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,imrahil_helmet,[Gondor] Imrahil's Helmet,gondor,head,lord,0,50,48,-2,5.0,5.0,Plate,Plate,CHANGED
gondor\head_armors.xml,golasgil_helment,[Gondor] Golasgil's Helmet,gondor,head,lord,0,50,48,-2,5.0,5.0,Plate,Plate,CHANGED
gondor\head_armors.xml,sk_gondor_lossarnach_helmet_a,[Gondor] Lossarnach Helmet,gondor,head,light,0,25,15,-10,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,lossarnach_helm,[Gondor] Lossarnach Helmet II,gondor,head,light,0,25,15,-10,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,hirluin_helmet,[Gondor] Hirluin's Helmet,gondor,head,lord,0,50,48,-2,5.0,5.0,Plate,Plate,CHANGED
gondor\head_armors.xml,angbor_helmet,[Gondor] Angbor's Helmet,gondor,head,lord,0,50,48,-2,5.0,5.0,Plate,Plate,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_1_a,[Gondor] Anfalas Helmet I,gondor,head,medium,0,30,24,-6,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_1_a_plume,[Gondor] Anfalas Helmet I - Plume,gondor,head,medium,0,30,24,-6,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_1_a_coif,[Gondor] Anfalas Helmet I - Coif,gondor,head,medium,0,35,24,-11,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_1_a_coif_plume,[Gondor] Anfalas Helmet I - Plume - Coif,gondor,head,medium,0,35,24,-11,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_1_b,[Gondor] Anfalas Helmet II,gondor,head,medium,1,30,25,-5,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_1_b_plume,[Gondor] Anfalas Helmet II - Plume,gondor,head,medium,0,30,24,-6,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_1_b_coif,[Gondor] Anfalas Helmet II - Coif,gondor,head,heavy,0,37,32,-5,4.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_1_b_coif_plume,[Gondor] Anfalas Helmet II - Coif - Plume,gondor,head,medium,0,35,24,-11,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,gondor_lamedon_helmet_4,[Gondor] Lamedon Helmet IV,gondor,head,medium,0,33,24,-9,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,gondor_lamedon_helmet_4_b,[Gondor] Lamedon Helmet IV - Side Feathers,gondor,head,medium,1,34,25,-9,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,gondor_lamedon_helmet_4_c,[Gondor] Lamedon Helmet IV - Back Feathers,gondor,head,medium,2,34,26,-8,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pg_helmet_4,[Gondor] Pinnath Gelin Helmet I,gondor,head,medium,0,33,24,-9,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pg_helmet_4_coif,[Gondor] Pinnath Gelin Helmet I - Coif,gondor,head,heavy,0,36,32,-4,4.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,gondor_generic_helmet_5_a,[Gondor] Generic Helmet I,gondor,head,medium,0,30,24,-6,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,gondor_generic_helmet_5_b,[Gondor] Generic Helmet II,gondor,head,heavy,1,36,33,-3,4.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,gondor_generic_helmet_5_a_coif,[Gondor] Generic Helmet I - Coif,gondor,head,heavy,0,36,32,-4,4.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,gondor_generic_helmet_5_b_coif,[Gondor] Generic Helmet I - Coif,gondor,head,heavy,0,36,32,-4,4.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_6_a,[Gondor] Pelargir Helmet I,gondor,head,medium,0,30,24,-6,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_6_a_plume,[Gondor] Pelargir Helmet I - Plume,gondor,head,medium,0,30,24,-6,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_6_a_coif,[Gondor] Pelargir Marine Helmet I - Coif,gondor,head,heavy,0,37,32,-5,4.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_6_a_coif_plume,[Gondor] Pelargir Helmet I - Coif - Plume,gondor,head,medium,0,35,24,-11,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_6_b,[Gondor] Pelargir Helmet II,gondor,head,medium,1,30,25,-5,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_6_b_plume,[Gondor] Pelargir Helmet II - Plume,gondor,head,medium,0,30,24,-6,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_6_b_coif,[Gondor] Pelargir Helmet II - Coif,gondor,head,heavy,0,37,32,-5,4.0,3.5,Plate,Plate,CHANGED
gondor\head_armors.xml,pelargirmarine_helmet_6_b_coif_plume,[Gondor] Pelargir Helmet II - Coif - Plume,gondor,head,medium,0,35,24,-11,4.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,ga_helmet021,[Gondor] Regular Helmet,gondor,head,light,0,22,15,-7,4.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,ga_helmet022,[Gondor] Officer Helmet,gondor,head,light,0,22,15,-7,4.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,swanknight_helmet_a,[Gondor] Swan Knight Helmet I,gondor,head,elite,0,25,40,15,4.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,swanknight_helmet_b,[Gondor] Swan Knight Helmet II,gondor,head,elite,1,27,41,14,4.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,swanknight_helmet_c,[Gondor] Swan Knight Helmet III,gondor,head,elite,2,29,42,13,4.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,forlong_helmet,[Gondor] Forlong's Helmet,gondor,head,lord,0,50,48,-2,5.0,5.0,Plate,Plate,CHANGED
gondor\head_armors.xml,lrd_gondor_marines_1_helmet,[Gondor] Pelargir Marine Helmet I,gondor,head,medium,0,30,24,-6,5.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,lrd_gondor_marines_2_helmet,[Gondor] Pelargir Marine Helmet II,gondor,head,medium,0,28,24,-4,5.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,lrd_gondor_marines_3_helmet,[Gondor] Pelargir Marine Helmet III,gondor,head,light,0,25,15,-10,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,dol_amroth_helmet_basic,[Gondor] Dol Amroth Basic Helmet,gondor,head,light,0,21,15,-6,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,dol_amroth_helmet_basic_mask,[Gondor] Dol Amroth Basic Helmet Mask,gondor,head,light,0,22,15,-7,5.0,1.5,Plate,Leather,CHANGED
gondor\head_armors.xml,dol_amroth_helmet_elite,[Gondor] Dol Amroth Elite Helmet,gondor,head,elite,0,24,40,16,5.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,dol_amroth_helmet_elite_mask,[Gondor] Dol Amroth Elite Helmet Mask,gondor,head,elite,0,25,40,15,5.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,dol_amroth_helmet_swan,[Gondor] Dol Amroth Swan Helmet,gondor,head,medium,0,28,24,-4,5.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,dol_amroth_helmet_swan_mask,[Gondor] Dol Amroth Swan Helmet Mask,gondor,head,medium,0,30,24,-6,5.0,2.5,Plate,Chainmail,CHANGED
gondor\head_armors.xml,swan_knight_helmet_winged,[Gondor] Swan Knight Winged Helmet,gondor,head,elite,0,35,40,5,5.0,4.5,Plate,Plate,CHANGED
gondor\head_armors.xml,swan_knight_helmet_winged_mask,[Gondor] Swan Knight Winged Helmet Mask,gondor,head,elite,0,38,40,2,5.0,4.5,Plate,Plate,CHANGED
gondor\body_armors.xml,citidel_guard_armor1,[Gondor] Armour IV,gondor,body,elite,0,50,50,0,17.5,22.0,Plate,Plate,CHANGED
gondor\body_armors.xml,citidel_guard_armor2,[Gondor] Armour I,gondor,body,elite,0,50,50,0,17.5,22.0,Plate,Plate,CHANGED
gondor\body_armors.xml,citidel_guard_armor3,[Gondor] Armour III,gondor,body,elite,0,50,50,0,17.5,22.0,Plate,Plate,CHANGED
gondor\body_armors.xml,citidel_guard_armor4,[Gondor] Citadel Armour IV,gondor,body,elite,0,50,50,0,17.5,22.0,Plate,Plate,CHANGED
gondor\body_armors.xml,faramir_armor,[Gondor] Faramir's Armour,gondor,body,lord,0,35,60,25,10.5,24.0,Plate,Plate,CHANGED
gondor\body_armors.xml,faramir_armor_slim,[Gondor] Faramir's Armour - Slim,gondor,body,lord,0,35,60,25,10.5,24.0,Plate,Plate,CHANGED
gondor\body_armors.xml,ithilien_jerkin_long,[Gondor] Ithilien Jerkin - Long,gondor,body,civilian,0,30,5,-25,8.5,3.0,Leather,Cloth,CHANGED
gondor\body_armors.xml,ithilien_jerkin_long_slim,[Gondor] Ithilien Jerkin - Long - Slim,gondor,body,civilian,0,30,5,-25,8.5,3.0,Leather,Cloth,CHANGED
gondor\body_armors.xml,ithilien_jerkin_long_var,[Gondor] Ithilien Jerkin - Long - Two,gondor,body,civilian,0,25,5,-20,8.5,3.0,Leather,Cloth,CHANGED
gondor\body_armors.xml,ithilien_jerkin_long_var_slim,[Gondor] Ithilien Jerkin - Long - Slim - Two,gondor,body,civilian,0,25,5,-20,8.5,3.0,Leather,Cloth,CHANGED
gondor\body_armors.xml,ithilien_jerkin_short,[Gondor] Ithilien Jerkin - Short,gondor,body,civilian,0,20,5,-15,8.5,3.0,Leather,Cloth,CHANGED
gondor\body_armors.xml,ithilien_jerkin_short_slim,[Gondor] Ithilien Jerkin - Short - Slim,gondor,body,civilian,0,20,5,-15,8.5,3.0,Leather,Cloth,CHANGED
gondor\body_armors.xml,ithilien_jerkin_short_var,[Gondor] Ithilien Jerkin - Short - Two,gondor,body,civilian,0,20,5,-15,8.5,3.0,Leather,Cloth,CHANGED
gondor\body_armors.xml,ithilien_jerkin_short_var_slim,[Gondor] Ithilien Jerkin - Short - Slim Two,gondor,body,civilian,0,20,5,-15,8.5,3.0,Leather,Cloth,CHANGED
gondor\body_armors.xml,gond_tab_9ld,[Gondor] Chainmail - Tabard,gondor,body,medium,0,25,32,7,10.5,13.0,Chainmail,Chainmail,CHANGED
gondor\body_armors.xml,gondor_king_armor,[Gondor] King's Armour,gondor,body,lord,0,50,60,10,17.5,24.0,Plate,Plate,CHANGED
gondor\body_armors.xml,gondor_nobke_armor,[Gondor] Noble Armour,gondor,body,elite,0,50,50,0,17.5,22.0,Plate,Plate,CHANGED
gondor\body_armors.xml,gondor_chainmaila,[Gondor] Chainmail I,gondor,body,medium,0,13,32,19,12.0,13.0,Chainmail,Chainmail,CHANGED
gondor\body_armors.xml,fountain_armor3,[Gondor] Fountain Guard Armour I,gondor,body,elite,0,50,50,0,17.5,22.0,Plate,Plate,CHANGED
gondor\body_armors.xml,fountain_armor2,[Gondor] Fountain Guard Armour II,gondor,body,elite,0,50,50,0,17.5,22.0,Plate,Plate,CHANGED
gondor\body_armors.xml,fountain_armor1,[Gondor] Fountain Guard Armour III,gondor,body,elite,0,50,50,0,17.5,22.0,Plate,Plate,CHANGED
gondor\body_armors.xml,cts_gondor_armor1,[Gondor] Lamedon Chainmail Armour,gondor,body,medium,0,20,32,12,9.5,13.0,Chainmail,Chainmail,CHANGED
gondor\body_armors.xml,cts_gondor_armor2,[Gondor] Lamedon Leather Armour,gondor,body,light,0,10,20,10,5.5,8.0,Leather,Leather,CHANGED
gondor\body_armors.xml,cts_gondor_armor3,[Gondor] Lamedon Cloth Armour,gondor,body,light,0,8,20,12,3.5,8.0,Cloth,Leather,CHANGED
gondor\body_armors.xml,lossarnach_armor_heavy,[Gondor] Lossarnach Heavy Armor I,gondor,body,heavy,0,25,42,17,13.0,18.0,Plate,Plate,CHANGED
gondor\body_armors.xml,lossarnach_coat,[Gondor] Lossarnach Coat I,gondor,body,civilian,0,10,5,-5,13.0,3.0,Plate,Cloth,CHANGED
gondor\body_armors.xml,lossarnach_light,[Gondor] Lossarnach Light Armor  I,gondor,body,light,0,15,20,5,13.0,8.0,Plate,Leather,CHANGED
gondor\body_armors.xml,lossarnach_medium_armor,[Gondor] Lossarnach Medium Armor  I,gondor,body,medium,0,18,32,14,13.0,13.0,Plate,Chainmail,CHANGED
gondor\body_armors.xml,rgva_chest_ver1,[Gondor] Ringlo Vale Armor  I,gondor,body,light,0,18,20,2,13.0,8.0,Plate,Leather,CHANGED
gondor\body_armors.xml,rgva_chest_ver2,[Gondor] Ringlo Vale Armor  II,gondor,body,light,0,21,20,-1,13.0,8.0,Plate,Leather,CHANGED
gondor\body_armors.xml,rgva_chest_ver3,[Gondor] Ringlo Vale Armor  III,gondor,body,light,0,23,20,-3,13.0,8.0,Plate,Leather,CHANGED
gondor\body_armors.xml,imrahil_body,[Gondor] Imrahil's Armour,gondor,body,lord,0,50,60,10,17.5,24.0,Plate,Plate,CHANGED
gondor\body_armors.xml,golasgil_body,[Gondor] Golasgil's Armour,gondor,body,lord,0,50,60,10,17.5,24.0,Plate,Plate,CHANGED
gondor\body_armors.xml,sk_gondor_lossarnach_chest_a,[Gondor] Lossarnach Chainmail Armour,gondor,body,medium,0,20,32,12,9.5,13.0,Chainmail,Chainmail,CHANGED
gondor\body_armors.xml,hirluin_body,[Gondor] Hirluin's Armour,gondor,body,lord,0,50,60,10,15.5,24.0,Plate,Plate,CHANGED
gondor\body_armors.xml,angbor_body,[Gondor] Angbor's Armour,gondor,body,lord,0,50,60,10,15.5,24.0,Plate,Plate,CHANGED
