# Armoury mesh catalogue. GENERATED by tools/generate_armory_catalogue.py, do not hand-edit.
# source=LOTRLOME_Armory/Assets  tpacs=4364  metameshes=4456  physicsshapes=383
# Regenerate after any art drop. `--diff` classifies rename vs move vs delete.
mesh	kind	prefix	culture	sub	category	tier	variant	folder	tpac	referenced	source
dunland_caerdh_pauldron_elite_cape_a	metamesh	-	dunland	caerdh	pauldron	elite	a	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_a_geo.tpac	Y	parsed
dunland_caerdh_pauldron_elite_cape_b	metamesh	-	dunland	caerdh	pauldron	elite	b	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_a_geo.tpac	Y	parsed
dunland_caerdh_pauldron_heavy_a	metamesh	-	dunland	caerdh	pauldron	heavy	a	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_a_geo.tpac	N	parsed
dunland_caerdh_pauldron_heavy_cape_a	metamesh	-	dunland	caerdh	pauldron	heavy	a	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_a_geo.tpac	Y	parsed
dunland_caerdh_pauldron_heavy_cape_b	metamesh	-	dunland	caerdh	pauldron	heavy	b	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_a_geo.tpac	Y	parsed
dunland_caerdh_pauldron_heavy_fur_a	metamesh	-	dunland	caerdh	pauldron	heavy	a	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_b_geo.tpac	Y	parsed
dunland_caerdh_pauldron_heavy_fur_b	metamesh	-	dunland	caerdh	pauldron	heavy	b	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_b_geo.tpac	Y	parsed
dunland_caerdh_pauldron_heavy_fur_c	metamesh	-	dunland	caerdh	pauldron	heavy	c	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_b_geo.tpac	Y	parsed
dunland_caerdh_pauldron_heavy_fur_d	metamesh	-	dunland	caerdh	pauldron	heavy	d	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_b_geo.tpac	Y	parsed
dunland_caerdh_pauldron_light_a	metamesh	-	dunland	caerdh	pauldron	light	a	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_a_geo.tpac	Y	parsed
dunland_caerdh_pauldron_light_b	metamesh	-	dunland	caerdh	pauldron	light	b	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_a_geo.tpac	Y	parsed
dunland_caerdh_pauldron_light_cape_a	metamesh	-	dunland	caerdh	pauldron	light	a	dunland_armors_caerdh	dunland_armors_caerdh/dunland_caerdh_pauldrons_a_geo.tpac	Y	parsed
dunland_caerdh_shield_elite_a	metamesh	-	dunland	caerdh	shield	elite	a	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_elite_b	metamesh	-	dunland	caerdh	shield	elite	b	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_elite_c	metamesh	-	dunland	caerdh	shield	elite	c	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_elite_d	metamesh	-	dunland	caerdh	shield	elite	d	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_heavy_a	metamesh	-	dunland	caerdh	shield	heavy	a	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	N	parsed
dunland_caerdh_shield_heavy_b	metamesh	-	dunland	caerdh	shield	heavy	b	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	N	parsed
dunland_caerdh_shield_heavy_c	metamesh	-	dunland	caerdh	shield	heavy	c	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	N	parsed
dunland_caerdh_shield_heavy_d	metamesh	-	dunland	caerdh	shield	heavy	d	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	N	parsed
dunland_caerdh_shield_light_a	metamesh	-	dunland	caerdh	shield	light	a	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_light_b	metamesh	-	dunland	caerdh	shield	light	b	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_light_c	metamesh	-	dunland	caerdh	shield	light	c	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_light_d	metamesh	-	dunland	caerdh	shield	light	d	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_lord_a	metamesh	-	dunland	caerdh	shield	lord	a	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_lord_b	metamesh	-	dunland	caerdh	shield	lord	b	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_lord_c	metamesh	-	dunland	caerdh	shield	lord	c	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_shield_lord_d	metamesh	-	dunland	caerdh	shield	lord	d	dunland_weapons	dunland_weapons/dunland_caerdh_shields_geo.tpac	Y	parsed
dunland_caerdh_short_spear_handle_b	metamesh	-	dunland	caerdh	weapon	-	b	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_short_spear_handle_c	metamesh	-	dunland	caerdh	weapon	-	c	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_short_spear_handle_d	metamesh	-	dunland	caerdh	weapon	-	d	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_a	metamesh	-	dunland	caerdh	weapon	-	a	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_b	metamesh	-	dunland	caerdh	weapon	-	b	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_c	metamesh	-	dunland	caerdh	weapon	-	c	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_d	metamesh	-	dunland	caerdh	weapon	-	d	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_e	metamesh	-	dunland	caerdh	weapon	-	e	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_f	metamesh	-	dunland	caerdh	weapon	-	f	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_g	metamesh	-	dunland	caerdh	weapon	-	g	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_h	metamesh	-	dunland	caerdh	weapon	-	h	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_handle_i	metamesh	-	dunland	caerdh	weapon	-	i	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_head_a	metamesh	-	dunland	caerdh	weapon	-	a	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_head_b	metamesh	-	dunland	caerdh	weapon	-	b	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_head_c	metamesh	-	dunland	caerdh	weapon	-	c	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_head_d	metamesh	-	dunland	caerdh	weapon	-	d	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_spear_head_e	metamesh	-	dunland	caerdh	weapon	-	e	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_b_geo.tpac	Y	parsed
dunland_caerdh_sword_blade_2h_a	metamesh	-	dunland	caerdh	weapon	-	a	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_a_geo.tpac	Y	parsed
dunland_caerdh_sword_guard_2h_a	metamesh	-	dunland	caerdh	weapon	-	a	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_a_geo.tpac	Y	parsed
dunland_caerdh_sword_handle_2h_a	metamesh	-	dunland	caerdh	weapon	-	a	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_a_geo.tpac	Y	parsed
dunland_caerdh_sword_pommel_2h_a	metamesh	-	dunland	caerdh	weapon	-	a	dunland_weapons	dunland_weapons/dunland_caerdh_weapons_a_geo.tpac	Y	parsed
dunland_prop_wulf_bag_a	metamesh	-	dunland	-	prop	-	a	dunland_weapons	dunland_weapons/dunland_wulf_props_a_geo.tpac	N	parsed
dunland_prop_wulf_bag_b	metamesh	-	dunland	-	prop	-	b	dunland_weapons	dunland_weapons/dunland_wulf_props_a_geo.tpac	N	parsed
dunland_prop_wulf_bag_c	metamesh	-	dunland	-	prop	-	c	dunland_weapons	dunland_weapons/dunland_wulf_props_a_geo.tpac	N	parsed
dunland_prop_wulf_belt_a	metamesh	-	dunland	-	prop	-	a	dunland_weapons	dunland_weapons/dunland_wulf_props_a_geo.tpac	N	parsed
dunland_prop_wulf_bottle_pouch_a	metamesh	-	dunland	-	prop	-	a	dunland_weapons	dunland_weapons/dunland_wulf_props_a_geo.tpac	N	parsed
dunland_prop_wulf_horn_a	metamesh	-	dunland	-	prop	-	a	dunland_weapons	dunland_weapons/dunland_wulf_props_a_geo.tpac	N	parsed
dunland_prop_wulf_horn_b	metamesh	-	dunland	-	prop	-	b	dunland_weapons	dunland_weapons/dunland_wulf_props_a_geo.tpac	N	parsed
dunland_wulf_boots_heavy_a	metamesh	-	dunland	wulf	boots	heavy	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_heavy_a_geo.tpac	Y	parsed
dunland_wulf_boots_heavy_b	metamesh	-	dunland	wulf	boots	heavy	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_heavy_b_geo.tpac	Y	parsed
dunland_wulf_boots_heavy_c	metamesh	-	dunland	wulf	boots	heavy	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_heavy_c_geo.tpac	Y	parsed
dunland_wulf_boots_heavy_d	metamesh	-	dunland	wulf	boots	heavy	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_heavy_d_geo.tpac	Y	parsed
dunland_wulf_boots_heavy_e	metamesh	-	dunland	wulf	boots	heavy	e	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_heavy_e_geo.tpac	Y	parsed
dunland_wulf_boots_heavy_f	metamesh	-	dunland	wulf	boots	heavy	f	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_heavy_f_geo.tpac	Y	parsed
dunland_wulf_boots_light_a	metamesh	-	dunland	wulf	boots	light	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_light_a_geo.tpac	Y	parsed
dunland_wulf_boots_light_b	metamesh	-	dunland	wulf	boots	light	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_light_b_geo.tpac	Y	parsed
dunland_wulf_boots_light_c	metamesh	-	dunland	wulf	boots	light	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_light_c_geo.tpac	Y	parsed
dunland_wulf_boots_medium_a	metamesh	-	dunland	wulf	boots	medium	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_medium_a_geo.tpac	Y	parsed
dunland_wulf_boots_medium_b	metamesh	-	dunland	wulf	boots	medium	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_medium_b_geo.tpac	Y	parsed
dunland_wulf_boots_medium_c	metamesh	-	dunland	wulf	boots	medium	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_medium_c_geo.tpac	Y	parsed
dunland_wulf_boots_medium_d	metamesh	-	dunland	wulf	boots	medium	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_medium_d_geo.tpac	Y	parsed
dunland_wulf_boots_medium_e	metamesh	-	dunland	wulf	boots	medium	e	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_medium_e_geo.tpac	Y	parsed
dunland_wulf_boots_medium_f	metamesh	-	dunland	wulf	boots	medium	f	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_boots_medium_f_geo.tpac	Y	parsed
dunland_wulf_bracer_heavy_a	metamesh	-	dunland	wulf	bracer	heavy	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_heavy_a_game_geo.tpac	Y	parsed
dunland_wulf_bracer_heavy_b	metamesh	-	dunland	wulf	bracer	heavy	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_heavy_b_game_geo.tpac	Y	parsed
dunland_wulf_bracer_heavy_c	metamesh	-	dunland	wulf	bracer	heavy	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_heavy_c_game_geo.tpac	Y	parsed
dunland_wulf_bracer_heavy_d	metamesh	-	dunland	wulf	bracer	heavy	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_heavy_d_game_geo.tpac	Y	parsed
dunland_wulf_bracer_heavy_e	metamesh	-	dunland	wulf	bracer	heavy	e	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_heavy_e_game_geo.tpac	Y	parsed
dunland_wulf_bracer_heavy_f	metamesh	-	dunland	wulf	bracer	heavy	f	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_heavy_f_game_geo.tpac	Y	parsed
dunland_wulf_bracer_light_a	metamesh	-	dunland	wulf	bracer	light	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_light_a_game_geo.tpac	Y	parsed
dunland_wulf_bracer_light_b	metamesh	-	dunland	wulf	bracer	light	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_light_b_game_geo.tpac	Y	parsed
dunland_wulf_bracer_light_c	metamesh	-	dunland	wulf	bracer	light	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_light_c_game_geo.tpac	Y	parsed
dunland_wulf_bracer_medium_a	metamesh	-	dunland	wulf	bracer	medium	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_medium_a_game_geo.tpac	Y	parsed
dunland_wulf_bracer_medium_b	metamesh	-	dunland	wulf	bracer	medium	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_medium_b_game_geo.tpac	Y	parsed
dunland_wulf_bracer_medium_c	metamesh	-	dunland	wulf	bracer	medium	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_medium_c_game_geo.tpac	Y	parsed
dunland_wulf_bracer_medium_d	metamesh	-	dunland	wulf	bracer	medium	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_medium_d_game_geo.tpac	Y	parsed
dunland_wulf_bracer_medium_e	metamesh	-	dunland	wulf	bracer	medium	e	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_medium_e_game_geo.tpac	Y	parsed
dunland_wulf_bracer_medium_f	metamesh	-	dunland	wulf	bracer	medium	f	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_bracer_medium_f_game_geo.tpac	Y	parsed
dunland_wulf_cape_long_a	metamesh	-	dunland	wulf	cape	-	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_cape_long_a_geo.tpac	Y	parsed
dunland_wulf_cape_long_b	metamesh	-	dunland	wulf	cape	-	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_cape_long_b_geo.tpac	Y	parsed
dunland_wulf_cape_short_a	metamesh	-	dunland	wulf	cape	-	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_cape_short_a_geo.tpac	Y	parsed
dunland_wulf_cape_short_b	metamesh	-	dunland	wulf	cape	-	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_cape_short_b_geo.tpac	Y	parsed
dunland_wulf_helmet_elite_a	metamesh	-	dunland	wulf	helmet	elite	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_elite_a_geo.tpac	Y	parsed
dunland_wulf_helmet_elite_b	metamesh	-	dunland	wulf	helmet	elite	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_elite_b_geo.tpac	Y	parsed
dunland_wulf_helmet_elite_c	metamesh	-	dunland	wulf	helmet	elite	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_elite_c_game_geo.tpac	Y	parsed
dunland_wulf_helmet_elite_d	metamesh	-	dunland	wulf	helmet	elite	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_elite_d_game_geo.tpac	Y	parsed
dunland_wulf_helmet_elite_e	metamesh	-	dunland	wulf	helmet	elite	e	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_elite_e_geo.tpac	Y	parsed
dunland_wulf_helmet_elite_f	metamesh	-	dunland	wulf	helmet	elite	f	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_elite_f_game_geo.tpac	Y	parsed
dunland_wulf_helmet_heavy_a	metamesh	-	dunland	wulf	helmet	heavy	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_heavy_a_game_geo.tpac	Y	parsed
dunland_wulf_helmet_heavy_b	metamesh	-	dunland	wulf	helmet	heavy	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_heavy_b_geo.tpac	Y	parsed
dunland_wulf_helmet_heavy_c	metamesh	-	dunland	wulf	helmet	heavy	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_heavy_c_game_geo.tpac	Y	parsed
dunland_wulf_helmet_heavy_d	metamesh	-	dunland	wulf	helmet	heavy	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_heavy_d_game_geo.tpac	Y	parsed
dunland_wulf_helmet_heavy_e	metamesh	-	dunland	wulf	helmet	heavy	e	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_heavy_e_game_geo.tpac	Y	parsed
dunland_wulf_helmet_heavy_f	metamesh	-	dunland	wulf	helmet	heavy	f	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_heavy_f_game_geo.tpac	Y	parsed
dunland_wulf_helmet_lord_a	metamesh	-	dunland	wulf	helmet	lord	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_lord_a_geo.tpac	Y	parsed
dunland_wulf_helmet_lord_b	metamesh	-	dunland	wulf	helmet	lord	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_lord_b_geo.tpac	Y	parsed
dunland_wulf_helmet_lord_c	metamesh	-	dunland	wulf	helmet	lord	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_lord_c_game_geo.tpac	Y	parsed
dunland_wulf_helmet_lord_d	metamesh	-	dunland	wulf	helmet	lord	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_lord_d_game_geo.tpac	Y	parsed
dunland_wulf_helmet_lord_e	metamesh	-	dunland	wulf	helmet	lord	e	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_lord_e_game_geo.tpac	Y	parsed
dunland_wulf_helmet_lord_f	metamesh	-	dunland	wulf	helmet	lord	f	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_lord_f_game_geo.tpac	Y	parsed
dunland_wulf_helmet_medium_a	metamesh	-	dunland	wulf	helmet	medium	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_medium_a_game_geo.tpac	Y	parsed
dunland_wulf_helmet_medium_b	metamesh	-	dunland	wulf	helmet	medium	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_helmet_medium_b_game_geo.tpac	Y	parsed
dunland_wulf_pauldron_cape_a	metamesh	-	dunland	wulf	pauldron	-	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_pauldron_cape_a_geo.tpac	Y	parsed
dunland_wulf_pauldron_cape_b	metamesh	-	dunland	wulf	pauldron	-	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_pauldron_cape_b_geo.tpac	Y	parsed
dunland_wulf_pauldron_cape_c	metamesh	-	dunland	wulf	pauldron	-	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_pauldron_cape_c_geo.tpac	Y	parsed
dunland_wulf_pauldron_cape_d	metamesh	-	dunland	wulf	pauldron	-	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_pauldron_cape_d_geo.tpac	Y	parsed
dunland_wulf_pauldron_cape_short_a	metamesh	-	dunland	wulf	pauldron	-	a	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_pauldron_cape_short_a_geo.tpac	Y	parsed
dunland_wulf_pauldron_cape_short_b	metamesh	-	dunland	wulf	pauldron	-	b	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_pauldron_cape_short_b_geo.tpac	Y	parsed
dunland_wulf_pauldron_cape_short_c	metamesh	-	dunland	wulf	pauldron	-	c	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_pauldron_cape_short_c_geo.tpac	Y	parsed
dunland_wulf_pauldron_cape_short_d	metamesh	-	dunland	wulf	pauldron	-	d	dunland_armors_wulf	dunland_armors_wulf/dunland_wulf_pauldron_cape_short_d_geo.tpac	Y	parsed
dunland_wulf_scalemail_elite_a	metamesh	-	dunland	wulf	chest	elite	a	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_elite_b	metamesh	-	dunland	wulf	chest	elite	b	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_elite_c	metamesh	-	dunland	wulf	chest	elite	c	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_elite_d	metamesh	-	dunland	wulf	chest	elite	d	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_elite_e	metamesh	-	dunland	wulf	chest	elite	e	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_elite_f	metamesh	-	dunland	wulf	chest	elite	f	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_heavy_a	metamesh	-	dunland	wulf	chest	heavy	a	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_heavy_b	metamesh	-	dunland	wulf	chest	heavy	b	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_heavy_c	metamesh	-	dunland	wulf	chest	heavy	c	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_heavy_d	metamesh	-	dunland	wulf	chest	heavy	d	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_heavy_e	metamesh	-	dunland	wulf	chest	heavy	e	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_heavy_f	metamesh	-	dunland	wulf	chest	heavy	f	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_light_a	metamesh	-	dunland	wulf	chest	light	a	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_light_b	metamesh	-	dunland	wulf	chest	light	b	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_lord_a	metamesh	-	dunland	wulf	chest	lord	a	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_lord_b	metamesh	-	dunland	wulf	chest	lord	b	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_lord_c	metamesh	-	dunland	wulf	chest	lord	c	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_scalemail_lord_d	metamesh	-	dunland	wulf	chest	lord	d	dunland_armors_wulf	dunland_armors_wulf/SK_DL_Wulf_Chest_A_geo.tpac	Y	parsed
dunland_wulf_shield_heavy_a	metamesh	-	dunland	wulf	shield	heavy	a	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_heavy_b	metamesh	-	dunland	wulf	shield	heavy	b	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_heavy_c	metamesh	-	dunland	wulf	shield	heavy	c	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_heavy_d	metamesh	-	dunland	wulf	shield	heavy	d	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_heavy_e	metamesh	-	dunland	wulf	shield	heavy	e	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_heavy_f	metamesh	-	dunland	wulf	shield	heavy	f	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_light_a	metamesh	-	dunland	wulf	shield	light	a	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_light_b	metamesh	-	dunland	wulf	shield	light	b	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_light_c	metamesh	-	dunland	wulf	shield	light	c	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_light_d	metamesh	-	dunland	wulf	shield	light	d	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_light_e	metamesh	-	dunland	wulf	shield	light	e	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_light_f	metamesh	-	dunland	wulf	shield	light	f	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_medium_a	metamesh	-	dunland	wulf	shield	medium	a	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_medium_b	metamesh	-	dunland	wulf	shield	medium	b	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_medium_c	metamesh	-	dunland	wulf	shield	medium	c	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
dunland_wulf_shield_medium_d	metamesh	-	dunland	wulf	shield	medium	d	dunland_weapons	dunland_weapons/dunland_wulf_shields_geo.tpac	Y	parsed
